1009,470
999,488
987,506
979,525
968,542
959,563
947,582
938,601
929,619
917,639
907,657
926,667
935,650
945,630
956,612
966,592
977,574
987,553
996,535
1006,516
1017,499
1027,479
1044,490
1035,507
1026,526
1015,546
1006,564
995,582
985,602
976,621
964,639
953,658
945,676
963,686
974,670
985,648
994,632
1005,612
1014,593
1024,573
1034,557
1044,537
1054,519
1064,498
1085,509
1074,529
1063,548
1053,565
1043,584
1034,602
1023,623
1014,639
1002,661
992,677
983,697
1001,710
1010,690
1022,669
1031,651
1040,634
1051,613
1062,593
1072,576
1083,557
1091,539
1102,521
1121,530
1113,546
1102,567
1090,586
1078,605
1072,623
1062,642
1050,660
1040,680
1030,698
1020,718
1040,728
1049,710
1061,690
1070,672
1078,653
1089,635
1100,614
1109,597
1120,577
1130,559
1141,540
